,date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue,previous_7,previous_14,previous_28,previous_70,previous_year,recent_invoices,recent_views,next_months_revenue,country
8292,2018-07-08,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,1231.36,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8293,2018-07-09,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,1231.3600000000001,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8294,2018-07-10,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,1231.3600000000001,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8295,2018-07-11,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,1231.3600000000001,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8296,2018-07-12,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8297,2018-07-13,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8298,2018-07-14,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8299,2018-07-15,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8300,2018-07-16,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8301,2018-07-17,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8302,2018-07-18,4.0,1.0,4.0,8.0,2018-07,13.95,0.0,0.0,10.3,953.0799999999999,0.0,0.03333333333333333,3.066666666666667,26.7,Channel Islands
8303,2018-07-19,0.0,0.0,0.0,0.0,2018-07,0.0,13.95,13.95,24.25,967.03,0.0,0.06666666666666667,3.3333333333333335,16.05,Channel Islands
8304,2018-07-20,0.0,0.0,0.0,0.0,2018-07,0.0,13.95,13.95,13.95,967.03,0.0,0.06666666666666667,3.3333333333333335,16.05,Channel Islands
8305,2018-07-21,0.0,0.0,0.0,0.0,2018-07,0.0,13.95,13.95,13.95,967.03,0.0,0.06666666666666667,3.3333333333333335,16.05,Channel Islands
8306,2018-07-22,1.0,1.0,1.0,0.0,2018-07,12.75,13.95,13.95,13.95,967.03,0.0,0.03333333333333333,0.26666666666666666,16.05,Channel Islands
8307,2018-07-23,0.0,0.0,0.0,0.0,2018-07,0.0,26.7,26.7,26.7,979.78,0.0,0.06666666666666667,0.26666666666666666,3.3,Channel Islands
8308,2018-07-24,0.0,0.0,0.0,0.0,2018-07,0.0,26.7,26.7,26.7,979.78,0.0,0.06666666666666667,0.26666666666666666,3.3,Channel Islands
8309,2018-07-25,0.0,0.0,0.0,0.0,2018-07,0.0,26.7,26.7,26.7,979.7799999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8310,2018-07-26,0.0,0.0,0.0,0.0,2018-07,0.0,12.75,26.7,26.7,730.2299999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8311,2018-07-27,0.0,0.0,0.0,0.0,2018-07,0.0,12.75,26.7,26.7,730.2299999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8312,2018-07-28,0.0,0.0,0.0,0.0,2018-07,0.0,12.75,26.7,26.7,717.48,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8313,2018-07-29,0.0,0.0,0.0,0.0,2018-07,0.0,12.75,26.7,26.7,717.4799999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8314,2018-07-30,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,26.7,26.7,717.4799999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8315,2018-07-31,0.0,0.0,0.0,0.0,2018-07,0.0,0.0,26.7,26.7,717.4799999999999,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8316,2018-08-01,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,26.7,26.7,345.71999999999997,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8317,2018-08-02,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,12.75,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8318,2018-08-03,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,12.75,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8319,2018-08-04,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,12.75,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,193.08,Channel Islands
8320,2018-08-05,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,12.75,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8321,2018-08-06,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8322,2018-08-07,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8323,2018-08-08,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8324,2018-08-09,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,132.85000000000002,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8325,2018-08-10,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8326,2018-08-11,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8327,2018-08-12,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8328,2018-08-13,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8329,2018-08-14,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8330,2018-08-15,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,26.7,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8331,2018-08-16,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,0.0,12.75,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8332,2018-08-17,2.0,1.0,2.0,21.0,2018-08,3.3,0.0,0.0,12.75,37.0,0.0,0.06666666666666667,0.26666666666666666,347.94,Channel Islands
8333,2018-08-18,0.0,0.0,0.0,0.0,2018-08,0.0,3.3,3.3,16.05,40.3,0.0,0.06666666666666667,0.7,344.64,Channel Islands
8334,2018-08-19,0.0,0.0,0.0,0.0,2018-08,0.0,3.3,3.3,16.05,40.3,0.0,0.06666666666666667,0.7,344.64,Channel Islands
8335,2018-08-20,0.0,0.0,0.0,0.0,2018-08,0.0,3.3,3.3,3.3,40.3,0.0,0.06666666666666667,0.7,525.9399999999999,Channel Islands
8336,2018-08-21,0.0,0.0,0.0,0.0,2018-08,0.0,3.3,3.3,3.3,40.3,0.0,0.06666666666666667,0.7,537.7399999999999,Channel Islands
8337,2018-08-22,0.0,0.0,0.0,0.0,2018-08,0.0,3.3,3.3,3.3,40.3,0.0,0.03333333333333333,0.7,537.7399999999999,Channel Islands
8338,2018-08-23,48.0,1.0,48.0,352.0,2018-08,189.78,3.3,3.3,3.3,40.3,0.0,0.03333333333333333,0.7,736.3999999999999,Channel Islands
8339,2018-08-24,0.0,0.0,0.0,0.0,2018-08,0.0,193.08,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,546.62,Channel Islands
8340,2018-08-25,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,546.62,Channel Islands
8341,2018-08-26,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,546.62,Channel Islands
8342,2018-08-27,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,546.62,Channel Islands
8343,2018-08-28,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,546.62,Channel Islands
8344,2018-08-29,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.07999999999998,0.0,0.06666666666666667,12.433333333333334,638.74,Channel Islands
8345,2018-08-30,0.0,0.0,0.0,0.0,2018-08,0.0,189.78,193.08,193.08,230.08,0.0,0.06666666666666667,12.433333333333334,866.85,Channel Islands
8346,2018-08-31,0.0,0.0,0.0,0.0,2018-08,0.0,0.0,193.08,193.08,219.78,0.0,0.06666666666666667,12.433333333333334,866.85,Channel Islands
8347,2018-09-01,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,189.78,193.08,219.78,0.0,0.06666666666666667,12.433333333333334,866.85,Channel Islands
8348,2018-09-02,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,189.78,193.08,219.78,0.0,0.06666666666666667,12.433333333333334,866.85,Channel Islands
8349,2018-09-03,31.0,1.0,31.0,208.0,2018-09,154.85999999999999,0.0,189.78,193.08,219.78,0.0,0.06666666666666667,12.433333333333334,875.35,Channel Islands
8350,2018-09-04,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,344.64,347.94,374.64,0.0,0.1,19.366666666666667,720.49,Channel Islands
8351,2018-09-05,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,344.64,347.94,374.64,0.0,0.1,19.366666666666667,720.49,Channel Islands
8352,2018-09-06,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,344.64,347.94,374.64,0.0,0.1,19.366666666666667,733.24,Channel Islands
8353,2018-09-07,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,733.24,Channel Islands
8354,2018-09-08,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,733.24,Channel Islands
8355,2018-09-09,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,734.09,Channel Islands
8356,2018-09-10,0.0,0.0,0.0,0.0,2018-09,0.0,154.85999999999999,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,734.09,Channel Islands
8357,2018-09-11,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,734.09,Channel Islands
8358,2018-09-12,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,739.0400000000001,Channel Islands
8359,2018-09-13,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,739.0400000000001,Channel Islands
8360,2018-09-14,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,347.94,374.64,0.0,0.1,19.366666666666667,739.0400000000001,Channel Islands
8361,2018-09-15,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,344.64,374.64,0.0,0.1,19.366666666666667,739.04,Channel Islands
8362,2018-09-16,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,344.64,374.64,0.0,0.1,19.366666666666667,745.64,Channel Islands
8363,2018-09-17,0.0,0.0,0.0,0.0,2018-09,0.0,0.0,154.85999999999999,344.64,374.64,0.0,0.06666666666666667,18.666666666666668,745.64,Channel Islands
8364,2018-09-18,58.0,2.0,58.0,493.0,2018-09,181.29999999999998,0.0,0.0,344.64,374.64,0.0,0.06666666666666667,18.666666666666668,745.64,Channel Islands
8365,2018-09-19,4.0,4.0,1.0,42.0,2018-09,11.8,181.29999999999998,181.29999999999998,525.9399999999999,555.9399999999999,0.0,0.13333333333333333,35.1,1007.48,Channel Islands
8366,2018-09-20,0.0,0.0,0.0,0.0,2018-09,0.0,193.1,193.1,537.7399999999999,567.7399999999999,0.0,0.26666666666666666,36.5,995.6800000000001,Channel Islands
8367,2018-09-21,61.0,2.0,59.0,512.0,2018-09,198.66000000000003,193.1,193.1,347.96,567.7399999999999,0.0,0.26666666666666666,36.5,995.6799999999998,Channel Islands
8368,2018-09-22,0.0,0.0,0.0,0.0,2018-09,0.0,391.76,391.76,546.62,766.3999999999999,0.0,0.3333333333333333,53.56666666666667,797.02,Channel Islands
8369,2018-09-23,0.0,0.0,0.0,0.0,2018-09,0.0,391.76,391.76,546.62,766.3999999999999,0.0,0.3,41.833333333333336,797.0199999999999,Channel Islands
8370,2018-09-24,0.0,0.0,0.0,0.0,2018-09,0.0,391.76,391.76,546.62,766.3999999999999,0.0,0.3,41.833333333333336,797.02,Channel Islands
8371,2018-09-25,0.0,0.0,0.0,0.0,2018-09,0.0,391.76,391.76,546.62,766.3999999999999,0.0,0.3,41.833333333333336,797.0199999999999,Channel Islands
8372,2018-09-26,0.0,0.0,0.0,0.0,2018-09,0.0,210.46000000000004,391.76,546.62,766.4000000000001,0.0,0.3,41.833333333333336,797.02,Channel Islands
8373,2018-09-27,47.0,1.0,47.0,500.0,2018-09,92.11999999999999,198.66000000000003,391.76,546.62,752.45,0.0,0.3,41.833333333333336,797.0199999999999,Channel Islands
8374,2018-09-28,68.0,1.0,68.0,643.0,2018-09,228.10999999999999,290.78000000000003,483.88,638.74,844.57,0.0,0.3333333333333333,58.5,704.8999999999999,Channel Islands
8375,2018-09-29,0.0,0.0,0.0,0.0,2018-09,0.0,320.22999999999996,711.99,866.85,1072.68,0.0,0.36666666666666664,79.93333333333334,476.7899999999999,Channel Islands
8376,2018-09-30,0.0,0.0,0.0,0.0,2018-09,0.0,320.22999999999996,711.99,866.85,1072.68,0.0,0.36666666666666664,79.93333333333334,553.3399999999999,Channel Islands
8377,2018-10-01,0.0,0.0,0.0,0.0,2018-10,0.0,320.22999999999996,711.99,866.85,1059.93,0.0,0.36666666666666664,79.93333333333334,752.4199999999998,Channel Islands
8378,2018-10-02,1.0,1.0,1.0,3.0,2018-10,8.5,320.22999999999996,711.99,711.99,1059.93,0.0,0.36666666666666664,79.93333333333334,752.4199999999998,Channel Islands
8379,2018-10-03,0.0,0.0,0.0,0.0,2018-10,0.0,328.72999999999996,539.19,720.49,1068.43,0.0,0.4,80.03333333333333,743.9199999999998,Channel Islands
8380,2018-10-04,0.0,0.0,0.0,0.0,2018-10,0.0,328.72999999999996,527.39,720.49,1068.4299999999998,0.0,0.36666666666666664,73.1,743.9199999999998,Channel Islands
8381,2018-10-05,1.0,1.0,1.0,0.0,2018-10,12.75,236.60999999999999,527.39,720.49,1068.43,0.0,0.36666666666666664,73.1,743.9199999999998,Channel Islands
8382,2018-10-06,0.0,0.0,0.0,0.0,2018-10,0.0,21.25,341.47999999999996,733.24,1081.18,0.0,0.4,73.1,731.1699999999998,Channel Islands
8383,2018-10-07,0.0,0.0,0.0,0.0,2018-10,0.0,21.25,341.47999999999996,733.24,1081.1799999999998,0.0,0.4,73.1,731.1699999999998,Channel Islands
8384,2018-10-08,1.0,1.0,1.0,2.0,2018-10,0.85,21.25,341.47999999999996,733.24,1081.1799999999998,0.0,0.4,73.1,731.17,Channel Islands
8385,2018-10-09,0.0,0.0,0.0,0.0,2018-10,0.0,22.1,342.33,734.09,1082.03,0.0,0.43333333333333335,73.16666666666667,730.3199999999999,Channel Islands
8386,2018-10-10,0.0,0.0,0.0,0.0,2018-10,0.0,13.6,342.33,734.09,1082.03,0.0,0.43333333333333335,73.16666666666667,730.3199999999998,Channel Islands
8387,2018-10-11,1.0,1.0,1.0,0.0,2018-10,4.95,13.6,342.33,734.09,1082.0299999999997,0.0,0.43333333333333335,73.16666666666667,730.3199999999999,Channel Islands
8388,2018-10-12,0.0,0.0,0.0,0.0,2018-10,0.0,18.55,255.15999999999997,739.0400000000001,1086.9799999999998,0.0,0.4666666666666667,73.16666666666667,725.3699999999999,Channel Islands
8389,2018-10-13,0.0,0.0,0.0,0.0,2018-10,0.0,5.8,27.05,739.04,1086.98,0.0,0.4666666666666667,73.16666666666667,976.0199999999998,Channel Islands
8390,2018-10-14,0.0,0.0,0.0,0.0,2018-10,0.0,5.8,27.05,739.04,1086.98,0.0,0.4666666666666667,73.16666666666667,976.0199999999998,Channel Islands
8391,2018-10-15,4.0,1.0,4.0,27.0,2018-10,6.6,5.8,27.05,739.04,1086.98,0.0,0.4666666666666667,73.16666666666667,976.0199999999998,Channel Islands
8392,2018-10-16,0.0,0.0,0.0,0.0,2018-10,0.0,11.55,33.65,745.64,1093.58,0.0,0.5,74.06666666666666,969.4199999999998,Channel Islands
8393,2018-10-17,0.0,0.0,0.0,0.0,2018-10,0.0,11.55,25.15,564.34,1093.58,0.0,0.5,74.06666666666666,969.4199999999998,Channel Islands
8394,2018-10-18,33.0,2.0,33.0,154.0,2018-10,443.13999999999993,11.55,25.15,552.5400000000001,1093.58,0.0,0.5,74.06666666666666,1058.1699999999998,Channel Islands
8395,2018-10-19,0.0,0.0,0.0,0.0,2018-10,0.0,449.73999999999995,468.2899999999999,995.6799999999998,1536.7199999999998,0.0,0.5,62.766666666666666,615.03,Channel Islands
8396,2018-10-20,0.0,0.0,0.0,0.0,2018-10,0.0,449.73999999999995,455.5399999999999,797.02,1536.7199999999998,0.0,0.36666666666666664,61.36666666666667,615.03,Channel Islands
8397,2018-10-21,0.0,0.0,0.0,0.0,2018-10,0.0,449.73999999999995,455.5399999999999,797.0199999999999,1536.7199999999998,0.0,0.36666666666666664,61.36666666666667,615.03,Channel Islands
8398,2018-10-22,0.0,0.0,0.0,0.0,2018-10,0.0,449.73999999999995,455.5399999999999,797.02,1536.7199999999998,0.0,0.3,44.3,615.03,Channel Islands
8399,2018-10-23,0.0,0.0,0.0,0.0,2018-10,0.0,443.13999999999993,454.68999999999994,797.0199999999999,1536.7199999999998,0.0,0.3,44.3,615.03,Channel Islands
8400,2018-10-24,0.0,0.0,0.0,0.0,2018-10,0.0,443.13999999999993,454.68999999999994,797.02,1536.7199999999998,0.0,0.3,44.3,615.03,Channel Islands
8401,2018-10-25,0.0,0.0,0.0,0.0,2018-10,0.0,443.13999999999993,454.68999999999994,797.0199999999999,1536.7199999999998,0.0,0.3,44.3,771.93,Channel Islands
8402,2018-10-26,0.0,0.0,0.0,0.0,2018-10,0.0,0.0,449.73999999999995,704.8999999999999,1536.72,0.0,0.3,44.3,771.93,Channel Islands
8403,2018-10-27,0.0,0.0,0.0,0.0,2018-10,0.0,0.0,449.73999999999995,476.7899999999999,1533.42,0.0,0.3,44.3,771.93,Channel Islands
8404,2018-10-28,0.0,0.0,0.0,0.0,2018-10,0.0,0.0,449.73999999999995,476.78999999999996,1533.4199999999998,0.0,0.26666666666666666,27.633333333333333,771.93,Channel Islands
8405,2018-10-29,29.0,1.0,29.0,76.0,2018-10,76.55000000000001,0.0,449.73999999999995,476.7899999999999,1533.42,0.0,0.23333333333333334,6.2,771.93,Channel Islands
8406,2018-10-30,33.0,2.0,33.0,58.0,2018-10,199.07999999999998,76.55000000000001,519.6899999999999,553.3399999999999,1609.97,0.0,0.26666666666666666,8.733333333333333,695.3799999999999,Channel Islands
8407,2018-10-31,0.0,0.0,0.0,0.0,2018-10,0.0,275.63,718.77,743.9199999999998,1809.05,0.0,0.3333333333333333,10.666666666666666,496.29999999999995,Channel Islands
8408,2018-11-01,0.0,0.0,0.0,0.0,2018-11,0.0,275.63,718.77,743.9199999999998,1809.0499999999997,0.0,0.3333333333333333,10.666666666666666,496.29999999999995,Channel Islands
8409,2018-11-02,0.0,0.0,0.0,0.0,2018-11,0.0,275.63,275.63,743.9199999999998,1619.2699999999998,145.78,0.3,10.566666666666666,496.29999999999995,Channel Islands
8410,2018-11-03,0.0,0.0,0.0,0.0,2018-11,0.0,275.63,275.63,731.1699999999998,1619.2699999999998,145.78,0.3,10.566666666666666,496.29999999999995,Channel Islands
8411,2018-11-04,0.0,0.0,0.0,0.0,2018-11,0.0,275.63,275.63,731.1699999999998,1619.2699999999998,145.78,0.3,10.566666666666666,496.29999999999995,Channel Islands
8412,2018-11-05,0.0,0.0,0.0,0.0,2018-11,0.0,275.63,275.63,731.17,1619.27,145.78,0.26666666666666666,10.566666666666666,496.29999999999995,Channel Islands
8413,2018-11-06,0.0,0.0,0.0,0.0,2018-11,0.0,199.07999999999998,275.63,730.3199999999999,1619.27,145.78,0.26666666666666666,10.566666666666666,496.29999999999995,Channel Islands
8414,2018-11-07,0.0,0.0,0.0,0.0,2018-11,0.0,0.0,275.63,730.3199999999998,1619.27,145.78,0.26666666666666666,10.566666666666666,817.5799999999999,Channel Islands
8415,2018-11-08,0.0,0.0,0.0,0.0,2018-11,0.0,0.0,275.63,730.3199999999999,1619.27,171.93,0.23333333333333334,10.5,817.5799999999999,Channel Islands
8416,2018-11-09,0.0,0.0,0.0,0.0,2018-11,0.0,0.0,275.63,725.3699999999999,1619.27,171.93,0.23333333333333334,10.5,817.5799999999999,Channel Islands
8417,2018-11-10,0.0,0.0,0.0,0.0,2018-11,0.0,0.0,275.63,725.3699999999999,1619.27,171.93,0.23333333333333334,10.5,817.5799999999999,Channel Islands
8418,2018-11-11,45.0,1.0,45.0,390.0,2018-11,250.64999999999992,0.0,275.63,725.3699999999999,1619.27,171.93,0.2,10.5,817.5799999999999,Channel Islands
8419,2018-11-12,0.0,0.0,0.0,0.0,2018-11,0.0,250.64999999999992,526.28,976.0199999999998,1869.9199999999998,171.93,0.23333333333333334,23.5,566.93,Channel Islands
8420,2018-11-13,0.0,0.0,0.0,0.0,2018-11,0.0,250.64999999999992,449.7299999999999,969.4199999999998,1715.0599999999997,171.93,0.23333333333333334,23.5,566.93,Channel Islands
8421,2018-11-14,0.0,0.0,0.0,0.0,2018-11,0.0,250.64999999999992,250.64999999999992,969.4199999999998,1715.0599999999997,171.93,0.23333333333333334,23.5,566.93,Channel Islands
8422,2018-11-15,0.0,0.0,0.0,0.0,2018-11,0.0,250.64999999999992,250.64999999999992,969.4199999999998,1715.0599999999997,171.93,0.2,22.6,566.93,Channel Islands
8423,2018-11-16,15.0,1.0,15.0,143.0,2018-11,88.75,250.64999999999992,250.64999999999992,526.28,1715.0599999999997,171.93,0.2,22.6,566.93,Channel Islands
8424,2018-11-17,0.0,0.0,0.0,0.0,2018-11,0.0,339.3999999999999,339.3999999999999,615.03,1803.8099999999997,171.93,0.23333333333333334,27.366666666666667,478.17999999999995,Channel Islands
8425,2018-11-18,0.0,0.0,0.0,0.0,2018-11,0.0,339.3999999999999,339.3999999999999,615.03,1803.81,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8426,2018-11-19,0.0,0.0,0.0,0.0,2018-11,0.0,88.75,339.3999999999999,615.03,1803.81,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8427,2018-11-20,0.0,0.0,0.0,0.0,2018-11,0.0,88.75,339.3999999999999,615.03,1803.81,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8428,2018-11-21,0.0,0.0,0.0,0.0,2018-11,0.0,88.75,339.3999999999999,615.03,1803.8099999999997,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8429,2018-11-22,0.0,0.0,0.0,0.0,2018-11,0.0,88.75,339.3999999999999,615.03,1803.81,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8430,2018-11-23,37.0,1.0,37.0,333.0,2018-11,156.9,88.75,339.3999999999999,615.03,1803.8099999999997,171.93,0.16666666666666666,22.233333333333334,478.17999999999995,Channel Islands
8431,2018-11-24,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,496.29999999999995,771.93,1960.71,171.93,0.2,33.333333333333336,321.28,Channel Islands
8432,2018-11-25,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,496.29999999999995,771.93,1960.7099999999998,171.93,0.2,33.333333333333336,321.28,Channel Islands
8433,2018-11-26,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,245.65,771.93,1960.71,171.93,0.2,33.333333333333336,321.28,Channel Islands
8434,2018-11-27,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,245.65,695.3799999999999,1960.7099999999998,171.93,0.2,33.333333333333336,321.28,Channel Islands
8435,2018-11-28,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,245.65,496.29999999999995,1779.4099999999999,171.93,0.2,33.333333333333336,321.28,Channel Islands
8436,2018-11-29,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,245.65,496.29999999999995,1767.61,171.93,0.16666666666666666,30.8,321.28,Channel Islands
8437,2018-11-30,0.0,0.0,0.0,0.0,2018-11,0.0,156.9,245.65,496.29999999999995,1767.61,171.93,0.1,28.866666666666667,321.28,Channel Islands
8438,2018-12-01,0.0,0.0,0.0,0.0,2018-12,0.0,0.0,156.9,496.29999999999995,1568.9499999999998,171.93,0.1,28.866666666666667,321.28,Channel Islands
8439,2018-12-02,0.0,0.0,0.0,0.0,2018-12,0.0,0.0,156.9,496.29999999999995,1568.9499999999998,26.15,0.1,28.866666666666667,321.28,Channel Islands
8440,2018-12-03,0.0,0.0,0.0,0.0,2018-12,0.0,0.0,156.9,496.29999999999995,1568.9499999999998,26.15,0.1,28.866666666666667,321.28,Channel Islands
8441,2018-12-04,0.0,0.0,0.0,0.0,2018-12,0.0,0.0,156.9,496.29999999999995,1568.9499999999998,26.15,0.1,28.866666666666667,321.28,Channel Islands
8442,2018-12-05,0.0,0.0,0.0,0.0,2018-12,0.0,0.0,156.9,496.29999999999995,1568.9499999999998,26.15,0.1,28.866666666666667,321.28,Channel Islands
8443,2018-12-06,34.0,1.0,17.0,122.0,2018-12,321.28,0.0,156.9,496.29999999999995,1568.9499999999998,26.15,0.1,28.866666666666667,321.28,Channel Islands
8444,2018-12-07,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,478.17999999999995,817.5799999999999,1798.11,26.15,0.13333333333333333,32.93333333333333,0.0,Channel Islands
8445,2018-12-08,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,321.28,817.5799999999999,1569.9999999999998,0.0,0.13333333333333333,32.93333333333333,0.0,Channel Islands
8446,2018-12-09,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,321.28,817.5799999999999,1570.0,0.0,0.13333333333333333,32.93333333333333,0.0,Channel Islands
8447,2018-12-10,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,321.28,566.93,1569.9999999999998,0.0,0.13333333333333333,32.93333333333333,0.0,Channel Islands
8448,2018-12-11,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,321.28,566.93,1570.0,0.0,0.13333333333333333,32.93333333333333,0.0,Channel Islands
8449,2018-12-12,0.0,0.0,0.0,0.0,2018-12,0.0,321.28,321.28,566.93,1561.4999999999998,0.0,0.1,19.933333333333334,0.0,Channel Islands
